sim, a_0_stable_fp, a_1_stable_fp, a_2_stable_fp, a_3_stable_fp, a_tot, x_tot, y_tot, N*alpha_matrix_parameters, N*beta_matrix_parameters, (N-1)*k_+_parameters, (N-1)*k_-_parameters, (N-1)*p_+_parameters, (N-1)*p_-_parameters
0.000000000000000000e+00,3.116170361305265483e-08,1.709337172752940232e-09,5.764171405172315280e-10,9.999999665525420856e-01,1.000000000000000000e+00,2.671108980770485388e-03,7.980880974620229015e-04,8.822104579031998739e+00,2.908217885289011706e-01,3.661412888064204396e-01,7.675243442856305442e+00,8.329331270302706980e+04,1.484027781655038598e+04,1.361420017403841332e+00,5.186232001266740355e+01,6.800218587744712977e+02,2.609969406245700729e-01,3.751533940632746089e+04,2.626229894791804131e+00,2.786319306202052530e+02,4.496685262481835976e-01,3.220518201721963851e+04,1.422493446901280123e+01,1.159453008567800369e-01,2.618505690387276541e+00,2.109855655496430771e+01,9.020771798850537743e+04
1.000000000000000000e+00,6.682088952834209193e-03,9.898961900557305960e-01,1.008527195930498092e-04,3.320868271842192243e-03,1.000000000000000000e+00,1.061716633949273160e-02,1.190806434307579900e-03,2.057115900300605517e+03,2.401388669136607496e+04,3.351194686382802956e+02,2.547298192389929827e+00,2.281124700139382639e+02,5.775824526936455186e+03,6.967421772267695657e-01,1.300715351493563077e+01,1.551347878923311043e+02,5.397582720875785389e-01,1.109550687694204063e+00,3.521188356335297271e+02,3.662157422512870107e+04,1.291340128079253645e+03,2.743382270539278078e+00,8.446653615708451252e+04,3.777928072878354016e+01,6.779471511783447113e+02,9.392553288001735723e+00,2.579473420558865371e+01
2.000000000000000000e+00,6.571838799865503840e-05,9.998816284578432301e-01,5.112557995485554526e-05,1.527574203241677253e-06,1.000000000000000000e+00,2.696673634677734213e-04,4.195687378380551311e-04,2.888874181873782163e+02,1.537481757570955233e+04,7.287641143963502488e-01,2.116745267540781905e-01,2.355277289942936747e+01,2.556262216234359585e+04,1.750344858151060001e-01,1.925073796480431554e+02,3.008854884907796077e+03,2.440452920834494943e+00,3.650224551520292880e+04,1.226987224524693829e+03,1.224553879176125156e+04,5.573463319828776002e+04,1.853535904056491102e-01,2.264577948929665126e+03,1.040531619397623899e+03,2.074921355826906165e+03,3.843394537206837214e+00,2.936575002227912137e+03
5.000000000000000000e+00,8.191188876192742781e-04,1.746837170680649951e-04,2.383632439596651831e-01,7.606429534356474731e-01,1.000000000000000000e+00,4.688469940668350128e-02,9.406811664219250080e-03,9.073594689539828950e-01,2.380685059442526381e+03,2.494292392557371230e+00,2.498741884126552031e+04,4.819047179771180112e+01,4.081022523965213367e+00,1.164323946497475845e+03,3.488035969541804661e+04,6.020985941417095866e+00,1.755743103415427697e+01,7.277233802148811437e-01,6.271124542163210691e+01,5.397104957159842620e+00,1.129763113658269269e+01,1.335748355323740668e+02,2.772949187110456126e-01,1.211845813857892029e+00,1.631266031994007548e-01,3.798106945689045233e+02,2.178595786512245468e+03
6.000000000000000000e+00,2.480684763459211142e-02,1.595695244979296453e-03,2.355424904698397992e-01,7.380549666505887840e-01,1.000000000000000000e+00,1.089370335105430452e-04,1.830952194535078099e-04,6.091681221781426530e+02,9.177832099296058004e+03,1.733648325687683567e+01,5.631128215626984002e+02,4.954542113587108906e+04,4.322216350586463918e+00,4.818775667478661928e-01,1.717661447386753480e+03,5.963506162030896007e+00,2.928317527196540595e+03,1.673649287592459700e+01,5.656092322836707353e+02,9.743778352267535229e+04,4.587981449564808827e+03,3.036116765378839233e+00,6.334229915909781994e+03,9.734326728286258890e-01,3.562778767873712837e+01,8.075761409054840624e+04,3.002850344864633826e+03
7.000000000000000000e+00,2.067431146490353996e-07,9.580814378030654277e-01,7.666676125865237539e-05,4.184168869256132961e-02,1.000000000000000000e+00,5.505937062938147560e-03,2.474883534051043610e-03,5.608036367503076690e+03,1.624694181118555569e-01,4.226339957253721025e+01,4.124995644646244727e+03,1.362041854775932315e+00,4.235662992283999273e+01,1.315611314461869874e+01,6.626497119342724909e+04,1.743962993572535925e+04,1.155292849027919955e+00,7.309435217960312912e+03,3.524054074601833975e+01,5.948844035299254028e+04,3.319763229228938428e+01,2.733587953047839392e+02,5.068272219051325010e+03,3.166548425147650647e+01,5.488836416798875871e+04,1.086000807077707213e+04,4.295423535727501985e+03
9.000000000000000000e+00,1.026874318240188556e-05,9.999352040427234023e-01,5.094572892987594661e-05,3.581485164327880000e-06,1.000000000000000000e+00,2.704101271254720929e-03,1.758575768366483702e-02,1.756501382578140635e+02,6.456835305454545981e+00,9.363248664878516259e-01,1.129248363621230045e+00,1.037725203738197044e-01,2.497928057555885428e-01,4.342675256791684433e+02,2.376188851017674519e+00,9.044881544406848661e+02,1.204212503653216304e+00,1.908494223989605700e+02,8.139253069962846610e+01,5.329009861056370312e+01,3.700261064092797625e+01,7.896081846753331135e+00,1.951536717480867082e+02,3.694726315593250911e+04,8.480104151305210962e+02,3.006950812393985188e+02,1.762124700977418615e+04
1.000000000000000000e+01,7.939126699437396364e-03,3.438865462784537676e-05,9.920145991173063837e-01,1.188552862840808189e-05,1.000000000000000000e+00,6.688760045211445239e-04,5.819529232206948266e-04,9.513949815205648974e-01,7.953547931543272398e+02,5.511940564321211014e+02,7.033852691169871832e+03,5.974273657307498553e+01,9.002874324885954138e+01,4.847684571402202891e+03,1.050947539412677045e+01,6.152612490729407000e+02,8.853848699737516981e+00,2.453745322426171549e-01,4.807516198710441446e-01,7.238142748843362995e+01,1.817312119103548229e-01,9.821758778732364590e+03,5.982190978799009962e+00,2.501417622088513599e+04,6.763610320783600471e+00,4.502097215095441918e+00,6.988621578506443166e-01
1.100000000000000000e+01,1.897625224883855034e-03,1.963119613528998587e-03,9.463257405969693892e-01,4.981351456461780014e-02,1.000000000000000000e+00,2.172941842713421029e-02,2.857588433447694545e-02,2.069831943632094717e-01,1.423819092498946020e+03,9.334948772428649733e+00,2.014045138661672230e+00,1.216506315589202636e+01,2.363722429843580031e+01,5.897455996366417094e+04,2.018726867551016824e+01,5.743923461207484252e+03,8.512303525776307822e+01,3.569212704745489646e+03,6.126238890385000104e+02,4.098750495776097864e+02,9.802138018494072185e+02,7.459726056489294569e+04,1.858439504130547926e-01,2.666056515130976834e+01,1.337502543941807062e+03,7.668724336952274179e+00,3.196585964925435519e+02
1.300000000000000000e+01,9.999942209269743199e-01,3.681902178324730747e-06,2.608209096041435935e-07,1.836349937667236532e-06,1.000000000000000000e+00,1.810889743839029476e-04,2.220159585219300623e-04,8.534658078198606745e+03,6.090285670503231330e+00,4.976882811984994623e+04,8.473649769876703886e+02,3.300198366663500593e+01,1.870734360792501320e+03,1.548533593401796679e+04,9.048884807467743485e+00,3.686969357052540253e-01,4.433876308498078678e-01,1.019298833610082625e+03,1.889936367649390325e+00,1.408754370654370902e+01,2.151757511558862035e+01,8.334967253139657259e+04,1.180623792761305069e+01,1.330545806470291268e+02,3.780052773332736038e-01,3.260068123943881346e+00,2.134204004933004398e+03
