sim, a_0_stable_fp, a_1_stable_fp, a_2_stable_fp, a_3_stable_fp, a_tot, x_tot, y_tot, N*alpha_matrix_parameters, N*beta_matrix_parameters, (N-1)*k_+_parameters, (N-1)*k_-_parameters, (N-1)*p_+_parameters, (N-1)*p_-_parameters
0.000000000000000000e+00,9.858290414495831655e-01,1.359505723215216795e-02,5.758920072257438152e-04,9.311038939863180985e-09,1.000000000000000000e+00,1.391033744377210939e-02,8.694774610991784893e-04,7.900568611013152065e+01,1.194072917666697549e+03,7.545158862874250190e+02,1.721677829650574332e-04,2.411625583161763038e-06,1.450725756370892157e+02,6.219663786807761062e+04,2.964703057998042554e+06,1.000000000000000056e-01,1.000000000000000056e-01,7.350365060889160668e+04,9.141859906218052492e+04,1.120886061013857761e+04,1.642256284989904379e+06,3.110566610916110803e+05,9.878138138275002348e+03,2.132730061954746488e+05,9.452393926471870145e+03,2.617485010266136669e+04,5.295501922999618083e-01
4.000000000000000000e+00,1.015207218312347108e-02,2.931045405266466939e-04,3.238326212591490991e-03,9.863164970637583462e-01,1.000000000000000000e+00,1.134093326320035743e-03,1.750145782893678184e-02,1.016904129184356975e+01,1.298931867364499340e+03,3.586070121549295209e+01,5.449504008349508890e-05,6.667607116674065765e+03,1.257608810507704766e+05,4.749753863507198730e+03,2.190429500108764842e+04,9.885512846552630435e+03,2.086217126982782247e+03,2.318442671146286102e+03,9.620906736889156718e+02,4.286022366918711413e+00,5.054071913595451973e+06,1.000000000000000056e-01,1.129307752196428510e+03,1.000000000000000056e-01,7.465894693892181078e-01,4.223067203252243417e+03,5.203416220134966716e+04
5.000000000000000000e+00,2.643820345660588978e-03,9.760511500769718518e-01,2.367659836015205725e-06,2.130266191753160676e-02,1.000000000000000000e+00,7.382262731449253275e-03,2.609698923315986741e-03,2.061763474007406387e+02,2.281511256688310320e-03,1.698663298166142681e+02,4.938441609804971932e+01,1.271774286078307778e+06,6.529178036280065953e+02,6.336058042733381626e+03,1.139317703162205486e+00,2.142618702722895250e+03,1.186785491202530917e+06,2.683840932123118182e+04,1.000000000000000056e-01,2.556868276947992854e+06,2.948197603069211822e+06,4.791303854465850520e+01,3.507348408858422044e+04,1.894935054320952331e+05,4.111187192858159076e+06,1.341651305083717716e+03,1.636023742457820335e+05
7.000000000000000000e+00,8.213556834636482923e-06,9.445877007087457589e-01,4.999159337897543520e-02,5.412492355444165071e-03,1.000000000000000000e+00,2.567518446179834803e-03,8.310672925838984105e-04,8.051575264629925368e+04,2.303876066205515599e+04,2.823397057104571286e+04,7.953335908945817323e+01,1.108326486513714487e-02,5.510812022497451399e+05,3.778887380412665661e+05,8.080796639601024253e+03,8.245446608347415924e+06,6.733944521309615993e+03,1.000000000000000056e-01,1.775477558189009142e+05,1.655967699886932969e+05,1.451659340542546852e+04,2.446711763638457342e+03,1.681655047799984004e+03,5.510341975116634276e+05,6.802567320580101805e+05,6.322579514112324978e+04,2.504163400856859880e+04
1.300000000000000000e+01,9.999962828725794672e-01,6.263125300753912896e-09,2.186809232195899397e-07,3.492183371922585877e-06,1.000000000000000000e+00,4.276647272544276818e-02,2.582680478994167986e-02,9.327908308364248668e+00,7.566585947713509730e-02,1.294723722746269341e+05,5.926427467976895969e+01,5.275547694125685375e+05,1.727301937676670605e+02,2.530213728456764016e+06,4.663235340923108652e+01,1.000000000000000056e-01,1.000000000000000056e-01,1.711723242789783035e+04,3.591507586403870664e+04,1.000000000000000056e-01,1.055135607379532419e+06,7.181463901088450257e+03,8.845706950331605256e+00,1.000000000000000056e-01,1.989686760747229710e+04,5.132325634586009546e+05,4.012111696984712808e+02
1.400000000000000000e+01,1.917760724943114139e-07,9.640852937436643622e-01,1.286842227591369743e-07,3.591438579604044889e-02,1.000000000000000000e+00,2.204068666992068455e-04,6.303363012666514734e-03,3.746031052658430417e+04,1.716902429766328808e+01,3.008807106749552768e+05,1.875087580802760158e+03,3.504455297113545953e+01,5.414320577798216760e+01,8.171137163182404765e+04,2.970981375510475482e+05,3.942289073017262854e+05,1.000000000000000056e-01,3.631281490561894199e+00,1.000000000000000056e-01,2.892217110057510467e+02,1.664417222695175558e+06,1.000000000000000056e-01,2.270505887712827098e+04,1.000000000000000056e-01,3.356202878741180990e+06,5.717602257696170476e+00,2.513166231780891758e+04
1.600000000000000000e+01,9.935864077614191270e-02,8.246962979322779489e-05,1.031609355249697669e-03,8.995272802388151190e-01,1.000000000000000000e+00,4.340745121159996639e-02,1.062459950983684308e-02,6.903847250607571368e+03,3.445509786196219310e-02,2.058392001858232252e+05,1.401365309368274757e+05,2.028041590100325919e+00,2.462749796499296906e+01,6.755697790023180523e-10,8.471039527887877193e+04,1.000000000000000056e-01,1.972526096940363800e+02,4.283464692585612065e+05,2.417919694076672954e+01,1.323500284486054734e+05,1.524879576663795626e+06,2.141905836827405762e-01,3.949685030346114445e+01,1.695084509466879013e+02,2.515398591826583724e+05,1.000000000000000056e-01,3.147533094954721999e+00
2.200000000000000000e+01,4.898110060216296557e-17,1.545717009075672709e-05,6.957893606771046714e-09,9.999845358720156341e-01,1.000000000000000000e+00,3.636784532185560748e-02,5.507037680967049459e-03,3.341869498270066106e+05,3.428047405013588723e+05,6.039935344663078922e+02,7.432925497270439519e+05,1.044860572142021580e-03,4.789599660757659876e+03,7.996725785162919201e+05,1.074291129370151646e+07,8.633702401931178756e+05,7.413308581038090051e+04,2.028151070536022307e+06,1.199844493262229720e+06,6.591804611410383368e+05,1.020795355679464933e+03,1.020451712727993332e+01,7.854074005563632666e-01,1.000000000000000056e-01,7.578652179182911823e+03,3.265754643268754589e+05,8.346332129039566325e+02
2.300000000000000000e+01,7.797008552594041943e-03,8.495291060402218597e-02,9.071753590218420982e-01,7.472182154166784329e-05,1.000000000000000000e+00,6.224776652601232176e-04,5.384503171754355215e-03,7.053051051832483790e+04,7.703446729234114755e+05,1.481100669091996315e+04,2.908289318156181616e+04,2.180843136490442475e+02,7.161953228312914810e+00,1.931073598378124298e+05,2.453016985046822807e-01,3.349700270361759991e+00,8.972637213665255729e+01,1.146068204294933141e-01,1.000000000000000056e-01,1.469938449472035281e+05,1.013771550769390888e+05,1.066354177743083227e+02,1.000000000000000056e-01,1.115333264166168874e+03,6.734815006939285668e+05,7.480203485285536772e+03,1.000000000000000056e-01
2.600000000000000000e+01,1.039529902655739408e-03,2.663000300333581705e-01,5.617797577532277349e-05,7.326042620882107226e-01,1.000000000000000000e+00,1.966677370746319764e-02,1.730311385822944081e-02,1.745819296162265118e+03,8.236300030120807060e+04,9.705950682201110758e+05,2.682425632289769055e+04,1.728797312229290139e+06,2.443906664230416027e+03,3.437043200571711641e+05,8.853442737749273874e+03,1.092639441045313652e+04,1.000000000000000056e-01,6.721845423305305758e+02,3.368302253879217897e+05,1.000000000000000056e-01,1.000000000000000056e-01,3.597403965871374121e-01,1.611129552508154011e+05,1.000000000000000056e-01,1.971041923171221424e+04,6.448866926102361504e+03,2.216832917194000996e-01
3.100000000000000000e+01,7.407351205662491926e-06,4.292487614066915758e-02,3.248871754426009562e-02,9.245789989638650841e-01,1.000000000000000000e+00,2.377020904678223915e-03,5.402830617957631205e-03,1.964127257901532867e+05,1.437048480388540484e+05,9.729318399263132596e+05,1.354002103442715947e+06,7.925319600141872201e+00,1.586614662854538437e+03,3.271762766088785138e+06,9.131264508222848235e+04,2.632228577341713244e+05,4.338274613051787019e+05,5.165487702816143610e+03,2.156018600163147203e+05,2.041933625002861256e+06,7.978089764451875681e+02,1.986667905911428898e+04,5.659977757932166043e+01,3.214968245095849852e+03,2.156983065288708167e+04,1.111829104848011411e+04,1.943594097571836901e+05
3.300000000000000000e+01,9.999117061988453958e-01,6.723482592514842338e-05,2.105866296066115831e-05,3.122687664003365171e-10,1.000000000000000000e+00,1.417991755260607396e-02,1.321763793866167179e-02,4.836731308641778071e+01,4.574575208230162389e+03,9.696008237210601510e+04,1.872883325179051095e-01,1.314862587957612448e+02,7.069476811969217067e+01,3.869476794617601456e+01,1.952489446280183038e+05,1.060979940052748915e+01,5.088423748311261363e+01,1.000000000000000056e-01,5.452326929601665324e+04,1.273281688692693133e+05,4.985097139603033429e+05,8.632208778264180291e+05,1.795508110596017796e+05,6.282909304246289656e+06,9.760694934879606590e+05,2.286781780637992654e+02,4.320951597398084414e+04
3.600000000000000000e+01,3.684836854774521599e-04,9.951707896395487474e-01,3.124002158611463581e-05,4.429486653387604278e-03,1.000000000000000000e+00,1.588514555976497378e-02,8.825545959485278300e-03,1.440403426682367688e+06,2.435242782284293916e+00,1.809226570121378700e+03,1.910046387943194713e+04,3.445217946513804054e+04,1.330404795622372301e+06,4.513191158001729287e+06,1.098651063051507117e+04,2.281886274127960787e+05,4.172619986896582418e+02,1.081116999390614183e+03,2.116192976250250358e+06,5.243005833208735567e+04,1.000000000000000056e-01,1.758703515455305251e+03,1.000000000000000056e-01,7.753349199194690300e+03,9.551222320090043359e+05,1.243534449280690751e+03,1.729608158921035938e+06
