4.114716159999999689e+01, -1.120548388999999929e+02
3.405369089999999943e+01, -1.182427660000000031e+02
4.264119749999999698e+01, -7.249934210000000689e+01
4.409038120000000305e+01, -6.620175360000000353e+01
-2.743771870000000135e+01, 1.531659742999999878e+02
4.055431060000000087e+01, -1.231830838999999997e+02
4.319811169999999834e+01, -7.087397609999999304e+01
-2.076199370000000144e+01, -4.591760169999999874e+01
4.919130330000000129e+01, -1.228491429999999980e+02
3.629449280000000044e+01, -8.247340889999999547e+01
3.904901100000000014e+01, -9.567755599999999561e+01
2.283873540000000091e+01, 8.862459610000000509e+01
2.918719859999999855e+01, -8.214009230000000628e+01
3.123234370000000126e+01, 1.214691023999999970e+02
4.258862349999999708e+01, -8.282171309999999664e+01
4.360862949999999927e+01, -1.163923259999999971e+02
4.033503029999999967e+01, -1.049092844000000042e+02
2.886443380000000047e+01, -8.085449749999999369e+01
3.466776459999999815e+01, -1.201148469999999975e+02
4.497729950000000088e+01, -9.326546919999999830e+01
3.283429519999999968e+01, -9.722890289999999425e+01
4.032425260000000122e+01, -7.717303710000000194e+01
2.959576960000000057e+01, -9.071953480000000525e+01
4.216201860000000323e+01, -7.709413659999999879e+01
4.067107649999999808e+01, -1.118250278000000009e+02
2.904914259999999970e+01, -8.246093310000000542e+01
4.462770710000000207e+01, -9.000869230000000698e+01
4.711526949999999658e+01, -2.104010199999999831e+00
3.590189869999999672e+01, -9.270987440000000390e+01
4.649271999999999849e+01, -8.099121100000000695e+01
4.296324249999999978e+01, -8.566786390000000040e+01
3.606522999999999968e+01, -1.190167679000000049e+02
4.310023100000000085e+01, -7.358196300000000178e+01
3.970857360000000114e+01, -1.050846693999999957e+02
4.110860399999999970e+01, -7.689727089999999521e+01
4.357373609999999786e+01, -1.165596309999999960e+02
4.361661629999999690e+01, -1.162008859999999970e+02
3.658317600000000169e+01, -1.180783380999999963e+02
4.016373589999999894e+01, -7.639524289999999951e+01
3.601035619999999682e+01, -8.426964490000000296e+01
3.547298860000000076e+01, -9.751705359999999700e+01
5.187110880000000179e+01, -8.335419899999999771e+00
3.535402090000000186e+01, -1.203757159999999971e+02
3.888388559999999927e+01, -9.481887000000000398e+01
4.170753940000000171e+01, -8.689502969999999493e+01
3.910010499999999922e+01, -9.457814159999999504e+01
3.931378469999999936e+01, 1.405667433000000131e+02
4.785522590000000065e+01, -1.219713349999999963e+02
4.279399519999999768e+01, -7.760642190000000085e+01
5.122110969999999952e+01, 4.399708099999999789e+00
4.516024420000000106e+01, -9.308883240000000114e+01
3.084712830000000139e+01, -9.015314100000000508e+01
3.218130130000000122e+01, -8.210900829999999928e+01
4.674716380000000271e+01, -9.222546950000000265e+01
3.354269750000000272e+01, -1.177853659999999962e+02
4.712601250000000164e+01, -1.241727381999999977e+02
4.086815399999999698e+01, -7.342567599999999572e+01
4.290285469999999890e+01, -7.368734050000000479e+01
2.620411400000000057e+01, -9.823006049999999334e+01
nan, nan
3.782060529999999687e+01, -8.892756950000000415e+01
